user_id,order_date_flag
U000269,Flag
U000270,Flag
U000271,Flag
U000272,Flag
U000273,Flag
U000274,Normal
U000275,Flag
U000276,Flag
U000277,Flag
U000278,Flag
U000279,Flag
U000280,Flag
U000281,Flag
U000282,Flag
U000283,Flag
U000284,Normal
U000285,Flag
U000286,Flag
U000287,Flag
U000288,Flag
U000289,Flag
U000290,Flag
U000291,Flag
U000292,Flag
U000293,Normal
U000294,Flag
U000295,Flag
U000296,Flag
U000297,Flag
U000298,Flag
U000299,Flag
U000300,Flag
U000301,Flag
U000302,Flag
U000303,Flag
U000304,Flag
U000305,Flag
U000306,Flag
U000307,Flag
U000308,Flag
U000309,Flag
U000310,Flag
U000311,Normal
U000312,Flag
U000313,Flag
U000314,Flag
U000315,Normal
U000316,Flag
U000317,Flag
U000318,Flag
U000319,Flag
U000320,Flag
U000321,Flag
U000322,Normal
U000323,Normal
U000324,Flag
U000325,Flag
U000326,Flag
U000327,Flag
U000328,Flag
U000329,Flag
U000330,Flag
U000331,Flag
U000332,Flag
U000333,Flag
U000334,Flag
U000335,Flag
U000336,Flag
U000337,Flag
U000338,Flag
U000339,Flag
U000340,Flag
U000341,Normal
U000342,Flag
U000343,Flag
U000344,Normal
U000345,Flag
U000346,Flag
U000347,Flag
U000348,Flag
U000349,Flag
U000350,Flag
U000351,Flag
U000352,Flag
U000353,Flag
U000354,Flag
U000355,Flag
U000356,Flag
U000357,Flag
U000358,Flag
U000359,Flag
U000360,Flag
U000361,Flag
U000362,Flag
U000363,Flag
U000364,Flag
U000365,Flag
U000366,Flag
U000367,Flag
U000368,Flag
U000369,Flag
U000370,Flag
U000371,Normal
U000372,Flag
U000373,Flag
U000374,Flag
U000375,Flag
U000376,Flag
U000377,Flag
U000378,Flag
U000379,Flag
U000380,Flag
U000381,Flag
U000382,Flag
U000383,Flag
U000384,Flag
U000385,Flag
U000386,Flag
U000387,Flag
U000388,Normal
U000389,Flag
U000390,Flag
U000391,Flag
U000392,Flag
U000393,Flag
U000394,Normal
U000395,Flag
U000396,Normal
U000397,Flag
U000398,Flag
U000399,Flag
U000400,Flag
U000401,Flag
U000402,Flag
U000403,Flag
U000404,Flag
U000405,Flag
U000406,Flag
U000407,Normal
U000408,Flag
U000409,Flag
U000410,Flag
U000411,Flag
U000412,Normal
U000413,Flag
U000414,Flag
U000415,Flag
U000416,Flag
U000417,Normal
U000418,Flag
U000419,Flag
U000420,Flag
U000421,Normal
U000422,Flag
U000423,Flag
U000424,Flag
U000425,Flag
U000426,Flag
U000427,Flag
U000428,Flag
U000429,Normal
U000430,Flag
U000431,Flag
U000432,Flag
U000433,Flag
U000434,Flag
U000435,Flag
U000436,Flag
U000437,Flag
U000438,Flag
U000439,Flag
U000440,Flag
U000441,Flag
U000442,Flag
U000443,Flag
U000444,Flag
U000445,Flag
U000446,Flag
U000447,Flag
U000448,Flag
U000449,Flag
U000450,Flag
U000451,Flag
U000452,Flag
U000453,Flag
U000454,Flag
U000455,Normal
U000456,Flag
U000457,Flag
U000458,Flag
U000459,Flag
U000460,Flag
U000461,Flag
U000462,Flag
U000463,Flag
U000464,Flag
U000465,Normal
U000466,Flag
U000467,Flag
U000468,Flag
U000469,Flag
U000470,Flag
U000471,Flag
U000472,Flag
U000473,Flag
U000474,Flag
U000475,Flag
U000476,Flag
U000477,Flag
U000478,Normal
U000479,Flag
U000480,Flag
U000481,Flag
U000482,Flag
U000483,Flag
U000484,Flag
U000485,Flag
U000486,Flag
U000487,Flag
U000488,Flag
U000489,Flag
U000490,Flag
U000491,Flag
U000492,Flag
U000493,Flag
U000494,Flag
U000495,Flag
U000496,Flag
U000497,Flag
U000498,Normal
U000499,Flag
U000500,Flag
U000501,Flag
U000502,Flag
U000503,Flag
U000504,Normal
U000505,Flag
U000506,Flag
U000507,Normal
U000508,Normal
U000509,Flag
U000510,Flag
U000511,Flag
U000512,Flag
U000513,Flag
U000514,Flag
U000515,Flag
U000516,Flag
U000517,Flag
U000518,Flag
U000519,Flag
U000520,Flag
U000521,Flag
U000522,Flag
U000523,Flag
U000524,Flag
U000525,Flag
U000526,Flag
U000527,Flag
U000528,Flag
U000529,Flag
U000530,Flag
U000531,Flag
U000532,Flag
U000533,Flag
U000534,Flag
U000535,Normal
U000536,Normal
U000537,Flag
U000538,Flag
U000539,Normal
U000540,Normal
U000541,Flag
U000542,Flag
U000543,Normal
U000544,Flag
U000545,Flag
U000546,Flag
U000547,Normal
U000548,Flag
U000549,Flag
U000550,Flag
U000551,Flag
U000552,Flag
U000553,Flag
U000554,Flag
U000555,Flag
U000556,Flag
U000557,Flag
U000558,Flag
U000559,Normal
U000560,Flag
U000561,Flag
U000562,Flag
U000563,Flag
U000564,Flag
U000565,Flag
U000566,Flag
U000567,Flag
U000568,Normal
U000569,Flag
U000570,Flag
U000571,Flag
U000572,Flag
U000573,Flag
U000574,Flag
U000575,Flag
U000576,Flag
U000577,Normal
U000578,Flag
U000579,Flag
U000580,Flag
U000581,Flag
U000582,Flag
U000583,Flag
U000584,Flag
U000585,Flag
U000586,Flag
U000587,Flag
U000588,Flag
U000589,Flag
U000590,Flag
U000591,Flag
U000592,Flag
U000593,Normal
U000594,Normal
U000595,Normal
U000596,Flag
U000597,Flag
U000598,Flag
U000599,Flag
U000600,Flag
U000601,Flag
U000602,Flag
U000603,Flag
U000604,Flag
U000605,Normal
U000606,Flag
U000607,Flag
U000608,Flag
U000609,Flag
U000610,Flag
U000611,Normal
U000612,Flag
U000613,Flag
U000614,Flag
U000615,Flag
U000616,Flag
U000617,Flag
U000618,Flag
U000619,Flag
U000620,Flag
U000621,Flag
U000622,Flag
U000623,Flag
U000624,Flag
U000625,Flag
U000626,Flag
U000627,Normal
U000628,Flag
U000629,Flag
U000630,Flag
U000631,Normal
U000632,Flag
U000633,Flag
U000634,Flag
U000635,Flag
U000636,Normal
U000637,Flag
U000638,Normal
U000639,Flag
U000640,Flag
U000641,Flag
U000642,Flag
U000643,Flag
U000644,Flag
U000645,Normal
U000646,Flag
U000647,Flag
U000648,Flag
U000649,Flag
U000650,Flag
U000651,Flag
U000652,Flag
U000653,Flag
U000654,Flag
U000655,Normal
U000656,Flag
U000657,Flag
U000658,Flag
U000659,Flag
U000660,Flag
U000661,Flag
U000662,Flag
U000663,Flag
U000664,Normal
U000665,Flag
U000666,Flag
U000667,Flag
U000668,Flag
U000669,Flag
U000670,Flag
U000671,Normal
U000672,Flag
U000673,Flag
U000674,Flag
U000675,Flag
U000676,Normal
U000677,Flag
U000678,Flag
U000679,Flag
U000680,Flag
U000681,Flag
U000682,Flag
U000683,Flag
U000684,Flag
U000685,Flag
U000686,Flag
U000687,Flag
U000688,Flag
U000689,Normal
U000690,Normal
U000691,Flag
U000692,Flag
U000693,Flag
U000694,Flag
U000695,Flag
U000696,Flag
U000697,Flag
U000698,Flag
U000699,Flag
U000700,Flag
U000701,Flag
U000702,Flag
U000703,Flag
U000704,Flag
U000705,Normal
U000706,Flag
U000707,Flag
U000708,Flag
U000709,Flag
U000710,Flag
U000711,Flag
U000712,Flag
U000713,Flag
U000714,Flag
U000715,Flag
U000716,Flag
U000717,Flag
U000718,Flag
U000719,Flag
U000720,Flag
U000721,Flag
U000722,Flag
U000723,Flag
U000724,Flag
U000725,Flag
U000726,Flag
U000727,Flag
U000728,Flag
U000729,Flag
U000730,Flag
U000731,Flag
U000732,Flag
U000733,Flag
U000734,Flag
U000735,Flag
U000736,Flag
U000737,Flag
U000738,Flag
U000739,Flag
U000740,Normal
U000741,Flag
U000742,Normal
U000743,Flag
U000744,Flag
U000745,Flag
U000746,Flag
U000747,Normal
U000748,Flag
U000749,Flag
U000750,Flag
U000751,Normal
U000752,Flag
U000753,Flag
U000754,Flag
U000755,Flag
U000756,Flag
U000757,Flag
U000758,Flag
U000759,Flag
U000760,Normal
U000761,Normal
U000762,Flag
U000763,Flag
U000764,Flag
U000765,Flag
U000766,Flag
U000767,Flag
U000768,Flag
U000769,Flag
U000770,Flag
U000771,Flag
U000772,Flag
U000773,Flag
U000774,Flag
U000775,Flag
U000776,Flag
U000777,Flag
U000778,Flag
U000779,Flag
U000780,Flag
U000781,Flag
U000782,Flag
U000783,Flag
U000784,Flag
U000785,Flag
U000786,Flag
U000787,Flag
U000788,Flag
U000789,Normal
U000790,Flag
U000791,Flag
U000792,Flag
U000793,Flag
U000794,Flag
U000795,Flag
U000796,Flag
U000797,Flag
U000798,Normal
U000799,Flag
U000800,Normal
U000801,Normal
U000802,Flag
U000803,Flag
U000804,Flag
U000805,Flag
U000806,Flag
U000807,Flag
U000808,Flag
U000809,Flag
U000810,Flag
U000811,Flag
U000812,Flag
U000813,Normal
U000814,Flag
U000815,Flag
U000816,Flag
U000817,Flag
U000818,Flag
U000819,Flag
U000820,Flag
U000821,Flag
U000822,Flag
U000823,Flag
U000824,Flag
U000825,Flag
U000826,Flag
U000827,Flag
U000828,Flag
U000829,Flag
U000830,Flag
U000831,Flag
U000832,Normal
U000833,Flag
U000834,Flag
U000835,Flag
U000836,Normal
U000837,Flag
U000838,Flag
U000839,Flag
U000840,Flag
U000841,Flag
U000842,Flag
U000843,Flag
U000844,Flag
U000845,Flag
U000846,Flag
U000847,Flag
U000848,Flag
U000849,Flag
U000850,Flag
U000851,Flag
U000852,Flag
U000853,Flag
U000854,Normal
U000855,Flag
U000856,Flag
U000857,Flag
U000858,Flag
U000859,Normal
U000860,Flag
U000861,Flag
U000862,Flag
U000863,Flag
U000864,Normal
U000865,Flag
U000866,Flag
U000867,Flag
U000868,Flag
U000869,Flag
U000870,Flag
U000871,Flag
U000872,Flag
U000873,Flag
U000874,Flag
U000875,Flag
U000876,Flag
U000877,Flag
U000878,Normal
U000879,Flag
U000880,Flag
U000881,Normal
U000882,Flag
U000883,Flag
U000884,Flag
U000885,Flag
U000886,Flag
U000887,Flag
U000888,Flag
U000889,Flag
U000890,Flag
U000891,Flag
U000892,Flag
U000893,Flag
U000894,Normal
U000895,Flag
U000896,Flag
U000897,Flag
U000898,Flag
U000899,Flag
U000900,Flag
U000901,Flag
U000902,Flag
U000903,Flag
U000904,Normal
U000905,Flag
U000906,Flag
U000907,Flag
U000908,Flag
U000909,Normal
U000910,Flag
U000911,Flag
U000912,Flag
U000913,Flag
U000914,Flag
U000915,Flag
U000916,Flag
U000917,Flag
U000918,Normal
U000919,Flag
U000920,Flag
U000921,Flag
U000922,Flag
U000923,Flag
U000924,Normal
U000925,Flag
U000926,Normal
U000927,Flag
U000928,Normal
U000929,Flag
U000930,Flag
U000931,Flag
U000932,Flag
U000933,Flag
U000934,Flag
U000935,Flag
U000936,Normal
U000937,Flag
U000938,Flag
U000939,Flag
U000940,Flag
U000941,Flag
U000942,Flag
U000943,Flag
U000944,Flag
U000945,Normal
U000946,Flag
U000947,Flag
U000948,Flag
U000949,Flag
U000950,Flag
U000951,Flag
U000952,Flag
U000953,Flag
U000954,Flag
U000955,Flag
U000956,Flag
U000957,Flag
U000958,Flag
U000959,Flag
U000960,Flag
U000961,Flag
U000962,Flag
U000963,Flag
U000964,Normal
U000965,Flag
U000966,Flag
U000967,Flag
U000968,Flag
U000969,Flag
U000970,Flag
U000971,Flag
U000972,Flag
U000973,Flag
U000974,Flag
U000975,Normal
U000976,Flag
U000977,Flag
U000978,Flag
U000979,Normal
U000980,Flag
U000981,Flag
U000982,Flag
U000983,Flag
U000984,Flag
U000985,Flag
U000986,Flag
U000987,Flag
U000988,Flag
U000989,Flag
U000990,Flag
U000991,Flag
U000992,Flag
U000993,Flag
U000994,Flag
U000995,Flag
U000996,Flag
U000997,Flag
U000998,Flag
U000999,Flag
U001000,Flag
U001001,Flag
U001002,Flag
U001003,Flag
U001004,Normal
U001005,Flag
U001006,Flag
U001007,Flag
U001008,Flag
U001009,Flag
U001010,Flag
U001011,Flag
U001012,Flag
U001013,Flag
U001014,Flag
U001015,Flag
U001016,Flag
U001017,Normal
U001018,Flag
U001019,Flag
U001020,Flag
U001021,Flag
U001022,Flag
U001023,Flag
U001024,Normal
U001025,Flag
U001026,Flag
U001027,Flag
U001028,Normal
U001029,Flag
U001030,Flag
U001031,Flag
U001032,Flag
U001033,Flag
U001034,Flag
U001035,Flag
U001036,Flag
U001037,Flag
U001038,Flag
U001039,Flag
U001040,Flag
U001041,Flag
U001042,Flag
U001043,Flag
U001044,Flag
U001045,Flag
U001046,Flag
U001047,Flag
U001048,Flag
U001049,Flag
U001050,Flag
U001051,Flag
U001052,Flag
U001053,Flag
U001054,Flag
U001055,Flag
U001056,Flag
U001057,Flag
U001058,Flag
U001059,Flag
U001060,Flag
U001061,Flag
U001062,Flag
U001063,Flag
U001064,Flag
U001065,Normal
U001066,Flag
U001067,Flag
U001068,Normal
U001069,Flag
U001070,Flag
U001071,Flag
U001072,Flag
U001073,Flag
U001074,Flag
U001075,Flag
U001076,Flag
U001077,Flag
U001078,Flag
U001079,Flag
U001080,Flag
U001081,Flag
U001082,Flag
U001083,Flag
U001084,Flag
U001085,Flag
U001086,Flag
U001087,Flag
U001088,Normal
U001089,Flag
U001090,Flag
U001091,Normal
U001092,Flag
U001093,Flag
U001094,Flag
U001095,Flag
U001096,Normal
U001097,Flag
U001098,Flag
U001099,Flag
U001100,Flag
U001101,Flag
U001102,Flag
U001103,Flag
U001104,Flag
U001105,Flag
U001106,Flag
U001107,Flag
U001108,Flag
U001109,Flag
U001110,Flag
U001111,Flag
U001112,Flag
U001113,Flag
U001114,Flag
U001115,Flag
U001116,Flag
U001117,Flag
U001118,Flag
U001119,Flag
U001120,Flag
U001121,Flag
U001122,Flag
U001123,Flag
U001124,Flag
U001125,Flag
U001126,Flag
U001127,Flag
U001128,Flag
U001129,Flag
U001130,Flag
U001131,Flag
U001132,Normal
U001133,Flag
U001134,Flag
U001135,Flag
U001136,Flag
U001137,Normal
U001138,Flag
U001139,Flag
U001140,Flag
U001141,Flag
U001142,Normal
U001143,Flag
U001144,Flag
U001145,Flag
U001146,Flag
U001147,Flag
U001148,Flag
U001149,Flag
U001150,Flag
U001151,Flag
U001152,Flag
U001153,Flag
U001154,Flag
U001155,Flag
U001156,Flag
U001157,Flag
U001158,Flag
U001159,Flag
U001160,Flag
U001161,Flag
U001162,Normal
U001163,Flag
U001164,Flag
U001165,Flag
U001166,Flag
U001167,Flag
U001168,Flag
U001169,Flag
U001170,Flag
U001171,Flag
U001172,Flag
U001173,Flag
U001174,Flag
U001175,Flag
U001176,Flag
U001177,Flag
U001178,Flag
U001179,Flag
U001180,Flag
U001181,Flag
U001182,Flag
U001183,Flag
U001184,Flag
U001185,Flag
U001186,Flag
U001187,Flag
U001188,Flag
U001189,Flag
U001190,Flag
U001191,Flag
U001192,Flag
U001193,Flag
U001194,Flag
U001195,Normal
U001196,Flag
U001197,Flag
U001198,Flag
U001199,Flag
U001200,Flag
U001201,Flag
U001202,Normal
U001203,Normal
U001204,Normal
U001205,Normal
U001206,Flag
U001207,Flag
U001208,Flag
U001209,Flag
U001210,Normal
U001211,Flag
U001212,Flag
U001213,Flag
U001214,Flag
U001215,Flag
U001216,Normal
U001217,Flag
U001218,Flag
U001219,Flag
U001220,Normal
U001221,Normal
U001222,Flag
U001223,Flag
U001224,Flag
U001225,Flag
U001226,Flag
U001227,Flag
U001228,Normal
U001229,Normal
U001230,Flag
U001231,Flag
U001232,Flag
U001233,Flag
U001234,Flag
U001235,Flag
U001236,Flag
U001237,Flag
U001238,Normal
U001239,Flag
U001240,Flag
U001241,Flag
U001242,Flag
U001243,Flag
U001244,Flag
U001245,Flag
U001246,Flag
U001247,Flag
U001248,Flag
U001249,Flag
U001250,Flag
U001251,Flag
U001252,Flag
U001253,Flag
U001254,Flag
U001255,Flag
U001256,Flag
U001257,Flag
U001258,Flag
U001259,Flag
U001260,Flag
U001261,Flag
U001262,Flag
U001263,Flag
U001264,Flag
U001265,Flag
U001266,Flag
U001267,Flag
U001268,Flag
U001269,Flag
U001270,Flag
U001271,Flag
U001272,Flag
U001273,Flag
U001274,Flag
U001275,Flag
U001276,Flag
U001277,Normal
U001278,Flag
U001279,Flag
U001280,Flag
U001281,Normal
U001282,Flag
U001283,Flag
U001284,Flag
U001285,Flag
U001286,Flag
U001287,Flag
U001288,Flag
U001289,Flag
U001290,Flag
U001291,Normal
U001292,Flag
U001293,Flag
U001294,Normal
U001295,Flag
U001296,Normal
U001297,Normal
U001298,Flag
U001299,Flag
U001300,Normal
U001301,Flag
U001302,Flag
U001303,Normal
U001304,Flag
U001305,Flag
U001306,Normal
U001307,Flag
U001308,Normal
U001309,Flag
U001310,Flag
U001311,Normal
U001312,Flag
U001313,Flag
U001314,Flag
U001315,Flag
U001316,Flag
U001317,Flag
U001318,Normal
U001319,Flag
U001320,Flag
U001321,Flag
U001322,Flag
U001323,Flag
U001324,Flag
U001325,Flag
U001326,Flag
U001327,Flag
U001328,Flag
U001329,Flag
U001330,Flag
U001331,Flag
U001332,Normal
U001333,Flag
U001334,Flag
U001335,Flag
U001336,Flag
U001337,Flag
U001338,Flag
U001339,Flag
U001340,Flag
U001341,Flag
U001342,Flag
U001343,Flag
U001344,Flag
U001345,Flag
U001346,Flag
U001347,Flag
U001348,Flag
U001349,Normal
U001350,Flag
U001351,Flag
U001352,Flag
U001353,Flag
U001354,Flag
U001355,Flag
U001356,Flag
U001357,Normal
U001358,Flag
U001359,Flag
U001360,Flag
U001361,Normal
U001362,Flag
U001363,Flag
U001364,Flag
U001365,Flag
U001366,Flag
U001367,Flag
U001368,Flag
U001369,Flag
U001370,Normal
U001371,Flag
U001372,Normal
U001373,Normal
U001374,Flag
U001375,Flag
U001376,Normal
U001377,Flag
U001378,Flag
U001379,Flag
U001380,Flag
U001381,Flag
U001382,Flag
U001383,Flag
U001384,Flag
U001385,Flag
U001386,Flag
U001387,Flag
U001388,Flag
U001389,Flag
U001390,Flag
U001391,Flag
U001392,Flag
U001393,Flag
U001394,Flag
U001395,Flag
U001396,Flag
U001397,Flag
U001398,Normal
U001399,Flag
U001400,Flag
U001401,Flag
U001402,Flag
U001403,Flag
U001404,Flag
U001405,Flag
U001406,Flag
U001407,Flag
U001408,Normal
U001409,Flag
U001410,Flag
U001411,Flag
U001412,Flag
U001413,Flag
U001414,Flag
U001415,Normal
U001416,Normal
U001417,Flag
U001418,Flag
U001419,Flag
U001420,Normal
U001421,Flag
U001422,Flag
U001423,Flag
U001424,Normal
U001425,Flag
U001426,Flag
U001427,Flag
U001428,Flag
U001429,Flag
U001430,Flag
U001431,Flag
U001432,Normal
U001433,Flag
U001434,Flag
U001435,Flag
U001436,Flag
U001437,Flag
U001438,Normal
U001439,Flag
U001440,Flag
U001441,Normal
U001442,Flag
U001443,Flag
U001444,Flag
U001445,Flag
U001446,Flag
U001447,Flag
U001448,Flag
U001449,Flag
U001450,Flag
U001451,Flag
U001452,Flag
U001453,Flag
U001454,Flag
U001455,Normal
U001456,Flag
U001457,Flag
U001458,Flag
U001459,Flag
U001460,Flag
U001461,Flag
U001462,Flag
U001463,Flag
U001464,Flag
U001465,Flag
U001466,Flag
U001467,Flag
U001468,Flag
U001469,Flag
U001470,Flag
U001471,Flag
U001472,Flag
U001473,Flag
U001474,Normal
U001475,Flag
U001476,Flag
U001477,Normal
U001478,Normal
U001479,Flag
U001480,Flag
U001481,Flag
U001482,Flag
U001483,Flag
U001484,Normal
U001485,Flag
U001486,Flag
U001487,Flag
U001488,Flag
U001489,Flag
U001490,Normal
U001491,Flag
U001492,Flag
U001493,Flag
U001494,Flag
U001495,Flag
U001496,Normal
U001497,Flag
U001498,Flag
U001499,Flag
U001500,Flag
U001501,Flag
U001502,Flag
U001503,Flag
U001504,Flag
U001505,Flag
U001506,Normal
U001507,Flag
U001508,Flag
U001509,Flag
U001510,Flag
U001511,Flag
U001512,Normal
U001513,Flag
U001514,Flag
U001515,Flag
U001516,Normal
U001517,Flag
U001518,Flag
U001519,Normal
U001520,Flag
U001521,Flag
U001522,Flag
U001523,Flag
U001524,Flag
U001525,Flag
U001526,Flag
U001527,Flag
U001528,Flag
U001529,Flag
U001530,Flag
U001531,Flag
U001532,Flag
U001533,Flag
U001534,Flag
U001535,Flag
U001536,Flag
U001537,Flag
U001538,Flag
U001539,Flag
U001540,Flag
U001541,Flag
U001542,Flag
U001543,Flag
U001544,Flag
U001545,Flag
U001546,Normal
U001547,Flag
U001548,Flag
U001549,Flag
U001550,Flag
U001551,Flag
U001552,Flag
U001553,Flag
U001554,Flag
U001555,Normal
U001556,Flag
U001557,Normal
U001558,Flag
U001559,Flag
U001560,Normal
U001561,Flag
U001562,Flag
U001563,Flag
U001564,Flag
U001565,Normal
U001566,Flag
U001567,Flag
U001568,Flag
U001569,Flag
U001570,Flag
U001571,Flag
U001572,Flag
U001573,Flag
U001574,Flag
U001575,Flag
U001576,Flag
U001577,Flag
U001578,Flag
U001579,Flag
U001580,Flag
U001581,Flag
U001582,Flag
U001583,Flag
U001584,Flag
U001585,Flag
U001586,Flag
U001587,Normal
U001588,Flag
U001589,Flag
U001590,Flag
U001591,Flag
U001592,Flag
U001593,Flag
U001594,Flag
U001595,Flag
U001596,Flag
U001597,Flag
U001598,Flag
U001599,Flag
U001600,Flag
U001601,Flag
U001602,Flag
U001603,Normal
U001604,Flag
U001605,Flag
U001606,Flag
U001607,Flag
U001608,Flag
U001609,Flag
U001610,Flag
U001611,Flag
U001612,Flag
U001613,Flag
U001614,Flag
U001615,Flag
U001616,Flag
U001617,Flag
U001618,Flag
U001619,Flag
U001620,Flag
U001621,Flag
U001622,Flag
U001623,Normal
U001624,Flag
U001625,Normal
U001626,Flag
U001627,Flag
U001628,Flag
U001629,Flag
U001630,Normal
U001631,Flag
U001632,Flag
U001633,Normal
U001634,Flag
U001635,Flag
U001636,Flag
U001637,Flag
U001638,Normal
U001639,Normal
U001640,Flag
U001641,Normal
U001642,Flag
U001643,Flag
U001644,Flag
U001645,Flag
U001646,Flag
U001647,Flag
U001648,Flag
U001649,Flag
U001650,Flag
U001651,Flag
U001652,Flag
U001653,Flag
U001654,Normal
U001655,Flag
U001656,Flag
U001657,Flag
U001658,Flag
U001659,Flag
U001660,Flag
U001661,Flag
U001662,Flag
U001663,Flag
U001664,Normal
U001665,Flag
U001666,Flag
U001667,Flag
U001668,Flag
U001669,Normal
U001670,Flag
U001671,Flag
U001672,Flag
U001673,Flag
U001674,Flag
U001675,Flag
U001676,Flag
U001677,Flag
U001678,Flag
U001679,Flag
U001680,Flag
U001681,Flag
U001682,Flag
U001683,Normal
U001684,Flag
U001685,Normal
U001686,Flag
U001687,Normal
U001688,Flag
U001689,Normal
U001690,Flag
U001691,Flag
U001692,Flag
U001693,Flag
U001694,Flag
U001695,Flag
U001696,Flag
U001697,Flag
U001698,Flag
U001699,Flag
U001700,Flag
U001701,Flag
U001702,Flag
U001703,Flag
U001704,Flag
U001705,Flag
U001706,Flag
U001707,Flag
U001708,Flag
U001709,Flag
U001710,Normal
U001711,Flag
U001712,Flag
U001713,Flag
U001714,Flag
U001715,Flag
U001716,Flag
U001717,Flag
U001718,Flag
U001719,Flag
U001720,Flag
U001721,Flag
U001722,Flag
U001723,Flag
U001724,Flag
U001725,Flag
U001726,Flag
U001727,Flag
U001728,Flag
U001729,Flag
U001730,Flag
U001731,Flag
U001732,Flag
U001733,Flag
U001734,Flag
U001735,Flag
U001736,Flag
U001737,Flag
U001738,Flag
U001739,Flag
U001740,Flag
U001741,Normal
U001742,Flag
U001743,Flag
U001744,Flag
U001745,Flag
U001746,Flag
U001747,Flag
